state,month,year,cars_sales,capital_gains,dividend_income,total_income,nb_returns,population,post_crash,exposure
IN,10,1934,5076,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,10,1933,3189,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,10,1932,1251,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,10,1931,2347,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,10,1930,2876,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,10,1929,6588,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1934,2627,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1933,1927,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1932,854,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1931,1443,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1930,1476,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,11,1929,3283,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1934,1871,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1933,2243,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1932,739,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1931,1814,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1930,1626,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
IN,12,1929,4687,25097561,51020076,416637299,75376,3176000,1,0.122456813450108
KS,1,1934,1794,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,1,1933,682,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,1,1932,1080,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,1,1931,3259,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,1,1930,1936,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,1,1929,3034,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,2,1934,1544,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,2,1933,632,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,2,1932,1090,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,2,1931,2060,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,2,1930,2243,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,2,1929,6116,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,3,1934,3752,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,3,1933,635,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,3,1932,872,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,3,1931,2601,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,3,1930,3472,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,3,1929,7183,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,4,1934,3048,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,4,1933,521,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,4,1932,1042,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,4,1931,3777,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,4,1930,9214,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,4,1929,7720,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,5,1934,3149,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,5,1933,2068,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,5,1932,2343,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,5,1931,2789,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,5,1930,5673,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,5,1929,6888,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,6,1934,2251,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,6,1933,2319,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,6,1932,1221,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,6,1931,1928,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,6,1930,3133,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,6,1929,2813,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,7,1934,5615,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,7,1933,6130,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,7,1932,1313,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,7,1931,3566,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,7,1930,6239,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,7,1929,13640,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,8,1934,3409,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,8,1933,3222,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,8,1932,1601,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,8,1931,2075,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,8,1930,3913,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,8,1929,9823,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,9,1934,2629,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,9,1933,3242,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,9,1932,1786,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,9,1931,1403,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,9,1930,2493,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,9,1929,6787,10702914,14082333,189213883,32929,1835000,0,0.0744254743717722
KS,10,1934,2259,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,10,1933,2587,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,10,1932,1321,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,10,1931,1879,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,10,1930,3267,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,10,1929,5012,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1934,2501,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1933,1465,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1932,779,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1931,1392,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1930,1695,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,11,1929,1624,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1934,984,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1933,735,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1932,341,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1931,1553,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1930,1501,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KS,12,1929,2901,10702914,14082333,189213883,32929,1835000,1,0.0744254743717722
KY,1,1934,645,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,1,1933,1507,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,1,1932,1041,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,1,1931,2055,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,1,1930,2828,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,1,1929,3914,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,2,1934,2006,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,2,1933,1092,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,2,1932,1161,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,2,1931,1926,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,2,1930,2922,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,2,1929,2762,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,3,1934,2432,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,3,1933,1029,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,3,1932,951,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,3,1931,2354,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,3,1930,4265,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,3,1929,5506,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,4,1934,3036,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,4,1933,1597,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,4,1932,1410,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,4,1931,3402,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,4,1930,5288,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,4,1929,6824,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,5,1934,2852,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,5,1933,2267,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,5,1932,1670,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,5,1931,3167,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,5,1930,4639,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,5,1929,6136,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,6,1934,4116,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,6,1933,2224,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,6,1932,1850,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,6,1931,2989,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,6,1930,3507,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,6,1929,5614,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,7,1934,2650,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,7,1933,2271,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,7,1932,1183,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,7,1931,2789,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,7,1930,2816,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,7,1929,4631,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,8,1934,2405,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,8,1933,2466,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,8,1932,1429,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,8,1931,2203,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,8,1930,2217,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,8,1929,4787,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,9,1934,2038,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,9,1933,2323,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,9,1932,1136,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,9,1931,2033,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,9,1930,2190,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,9,1929,4292,26024674,35908957,225958397,35367,2553000,0,0.158918444619697
KY,10,1934,1469,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,10,1933,1649,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,10,1932,798,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,10,1931,1446,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,10,1930,1659,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,10,1929,3726,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1934,1340,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1933,1096,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1932,606,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1931,1003,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1930,1115,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,11,1929,2596,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1934,900,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1933,795,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1932,857,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1931,1006,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1930,1212,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
KY,12,1929,2062,26024674,35908957,225958397,35367,2553000,1,0.158918444619697
LA,1,1934,894,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,1,1933,1235,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,1,1932,950,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,1,1931,1261,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,1,1930,2947,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,1,1929,2946,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,2,1934,947,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,2,1933,906,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,2,1932,801,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,2,1931,956,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,2,1930,2313,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,2,1929,2671,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,3,1934,1813,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,3,1933,536,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,3,1932,643,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,3,1931,1643,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,3,1930,2507,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,3,1929,3366,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,4,1934,2289,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,4,1933,939,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,4,1932,879,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,4,1931,1917,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,4,1930,2804,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,4,1929,3972,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,5,1934,1990,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,5,1933,1268,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,5,1932,856,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,5,1931,1963,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,5,1930,2685,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,5,1929,3770,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,6,1934,2225,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,6,1933,1438,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,6,1932,1303,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,6,1931,1915,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,6,1930,2289,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,6,1929,3681,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,7,1934,2711,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,7,1933,1797,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,7,1932,1022,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,7,1931,1884,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,7,1930,2381,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,7,1929,3913,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,8,1934,2476,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,8,1933,1932,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,8,1932,1083,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,8,1931,1489,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,8,1930,1919,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,8,1929,4389,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,9,1934,2974,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,9,1933,1790,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,9,1932,1099,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,9,1931,1243,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,9,1930,1876,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,9,1929,4814,14307212,27084175,217194135,36981,1950000,0,0.124700305558435
LA,10,1934,2109,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,10,1933,1844,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,10,1932,910,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,10,1931,1309,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,10,1930,1990,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,10,1929,5088,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1934,1564,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1933,1512,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1932,609,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1931,952,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1930,1368,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,11,1929,3005,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1934,1280,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1933,1103,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1932,472,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1931,1061,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1930,1135,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
LA,12,1929,1857,14307212,27084175,217194135,36981,1950000,1,0.124700305558435
MA,1,1934,1914,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,1,1933,2782,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,1,1932,3135,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,1,1931,3638,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,1,1930,3997,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,1,1929,4884,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,2,1934,2749,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,2,1933,2683,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,2,1932,2820,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,2,1931,4077,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,2,1930,6282,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,2,1929,6154,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,3,1934,7435,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,3,1933,3261,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,3,1932,4336,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,3,1931,9616,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,3,1930,12307,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,3,1929,15609,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,4,1934,11218,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,4,1933,6804,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,4,1932,7768,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,4,1931,15131,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,4,1930,17506,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,4,1929,20013,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,5,1934,9604,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,5,1933,8725,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,5,1932,7432,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,5,1931,13075,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,5,1930,15431,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,5,1929,18930,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,6,1934,9127,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,6,1933,8056,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,6,1932,7508,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,6,1931,10098,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,6,1930,11526,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,6,1929,15183,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,7,1934,7789,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,7,1933,7392,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,7,1932,3985,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,7,1931,8982,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,7,1930,9958,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,7,1929,14751,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,8,1934,6555,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,8,1933,7397,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,8,1932,4040,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,8,1931,7034,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,8,1930,8383,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,8,1929,12672,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,9,1934,4437,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,9,1933,6206,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,9,1932,3527,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,9,1931,5661,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,9,1930,7098,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,9,1929,9039,158683073,303144536,1521629553,215559,4290000,0,0.199223612213846
MA,10,1934,4520,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,10,1933,5022,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,10,1932,2728,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,10,1931,4619,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,10,1930,5592,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,10,1929,8598,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1934,3304,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1933,3390,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1932,2160,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1931,3178,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1930,3672,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,11,1929,5634,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1934,1884,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1933,1530,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1932,1365,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1931,2049,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1930,2577,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MA,12,1929,2659,158683073,303144536,1521629553,215559,4290000,1,0.199223612213846
MD,1,1934,698,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,1,1933,1387,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,1,1932,1292,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,1,1931,1609,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,1,1930,2298,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,1,1929,2565,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,2,1934,1281,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,2,1933,1198,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,2,1932,1375,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,2,1931,2074,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,2,1930,2892,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,2,1929,3004,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,3,1934,2047,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,3,1933,1002,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,3,1932,1499,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,3,1931,3259,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,3,1930,4377,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,3,1929,4609,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,4,1934,2994,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,4,1933,1549,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,4,1932,1860,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,4,1931,3738,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,4,1930,5076,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,4,1929,5069,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,5,1934,2735,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,5,1933,1982,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,5,1932,2116,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,5,1931,3624,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,5,1930,4361,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,5,1929,5099,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,6,1934,3105,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,6,1933,2263,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,6,1932,2851,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,6,1931,3412,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,6,1930,3747,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,6,1929,4912,46190238,79881360,462178763,65258,1616000,0,0.172836500494939
MD,7,1934,2872,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,7,1933,2277,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,7,1932,1498,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
MD,7,1931,2674,46190238,79881360,462178763,65258,1616000,1,0.172836500494939
